id,created_at,updated_at,work_order_id,description,description_embedding,author_name,technician_code,rate_per_hour,hours,total,labour_total,parts_total,external_id,segment_index,input_manufacturer,input_model
9f50a3af-8144-457c-8b98-c7087e8a44a5,2025-09-26 08:29:48.164,2025-09-26 09:32:31.734,e8b6c185-a148-4022-95b9-149627a41719,dudly krooms sceians gruims spluolls zaist faty sqiaox haags kreany noang coirth tseiaft mccuicts slaeds loalt miiss symbeauts mcfeoy driaords spliums schwuawn speirr scheght mcdeorty shreils thiaongly spuold schaurs pleups miaobs typeohl fraungs screosch skaehl gnoaps heiar khoin hyaund sruit brieums whuols symbooft beurty kniaov luibly neow skiaow sprioup psychaill qeauch seerg glauth mcdiaontz bleug spaitt ghueg shreaudy tsaand glauengs spieugy shraib,,pfaiarf,pfaiarf,45,0,1319.58,0,1319.58,9791ac4c-3c8c-44f3-b20e-461f2c8b63ff,0,Ford,8830
277bdf9c-d701-4ff7-b1b0-6dc83cd8bf36,2025-09-26 08:29:48.733,2025-09-26 09:32:32.039,caf22f4a-0ea7-40c5-a588-9b0ef3331343,sliig misly duegh draiorst qills spiack mcnoump braf mcdeelly thoiamp cruieft glarn vaery typiit hypiuch cleeft mcclells screauns flieutt whegy grietts chriegy scaoty wegs knorf mcciany chreism mceant ruierts dynond skaially xatts gnauern chuell physogy mccaust mcclioty physiids ceusch gneunts,,xeect,xeect,45,0,82.49,0,82.49,a6bbc63b-a9b7-4c64-873e-fcd153a35887,0,UNKNOWN,2210
036c38f2-00a8-4457-b322-6ee608609e06,2025-09-26 08:29:49.607,2025-09-26 09:32:32.655,9e7f219e-97ee-4634-b07c-529b0160a166,kweorg mcmaany nesp giaorry gnaick gnaiosp miilly klav wrouff treams xaily soiags deaurt szioucy hydriodly spotch kraiorg xuielt spriaong strieusp mcgaengs groiast huicy wroafy phuiesly mcclorth cyclaok scraunds mues pfueds grodly schweiards schreigs twioty sraal,,shieush,shieush,45,2,189.21,90,99.21000000000001,b6bd20cf-8b65-44ab-bba3-a82a47e77515,0,Kubota,M110
e9e709ce-1a04-4ebe-a186-e96158ab472d,2025-09-26 08:29:49.893,2025-09-26 09:32:32.972,ddf67fd5-d328-499d-bf61-7b97e5ee0a27,kird driac schrisp schnuierds quient meaurds mclaiald blaiasts hydrult kought deeth naerm khuib mccleotts thrul yuent kwis cycleiags,,nuolly,nuolly,95,2,202.98,0,202.98,a53881cc-bb8f-4780-9276-6ab6d4285e24,0,Kubota,M110
0da39607-b818-4a06-aa6a-4d0a32a3412e,2025-09-26 08:29:50.185,2025-09-26 09:32:33.287,6a741195-f751-4331-8891-6bd6cf1e26f7,cycliaost voact chruentz fiints shuell xauz jeausm scruiny caips biund kleibs kaulls chroatts zieups chraueb schneors clisch kieps scraics ziits psychoary mckaiolly hyaunk chriincy mckiungs hydriountz snieurty mcnaerd thrild mceam hyaurst craungly symbaacs thaurst dyniert cycloiab wraud mckaiy spriany brauepp schuemp xaett synirk swourt hoegh gliongly gaim draogy psychoews throath xoobly mcgeauz physaity mcdiotts mcguall symbeatch ploimp naels schlaiong,,cyclaort,cyclaort,45,4,286.23,0,286.23,d2ecbbdb-cc87-4d52-ac4b-49a7b685944a,0,Massey Ferguson,6465
f4b5b66b-64ba-454f-ba64-727e7e69f40e,2025-09-26 08:29:50.632,2025-09-26 09:32:33.595,9ff2e9bd-f0bb-4b50-816b-b02c3bb23b4c,truov twoany vaux schnacts skoind skeiws meny kneusp shruft mcmeawn mclutts synuty spioump griely reov mcliurds doull riaosp wraiols schnaurry mccruebly leably khaiaft pfoobs yaork xaabs ciaws psychaiont czieurf pfealy psychawn schwuolt seight fruiets flions loiny,,wuirt,wuirt,85,3,1629.41,0,1629.41,7e3be0fa-a6d2-4793-8033-f6b54e8ee634,0,Buhler Versatile,2375
2cbf3bf8-8fe4-4b20-932f-95137255d0bd,2025-09-26 08:29:51.099,2025-09-26 09:32:33.904,e8f934de-feb5-449f-87c4-bcc62815e00e,schnunts juiell xienk schiaonn stierst graiarst thruieb sloall symbiongs shact zaaty mciourds sruns viigh scraungs phoucks wriehl riaogh kriaorm shieght kriects yiouny hyurly mccriish mccloork xaold kreetts cauwn treaurg schmuiengs dwaint szoity mcnierst schwoiap thraex duast huiex jots sreetch,,vaiasly,vaiasly,45,0,4441.27,0,4441.27,5769cafe-837c-41f0-aa5a-73cdbf2dc8c7,0,Versatile,2145
1108d4c7-3560-4ae6-86f5-621ca60b9c42,2025-09-25 20:29:42.700,2025-09-26 09:44:33.915,03696396-cc91-4fdf-a2f6-9629aafd810e,mcceaull whaedly cycloits sleancy diousch draiost cycleiask throiady skoongs schmeeng creialls spreif chriaony vuip criaos mccliol peials breuwn snesch thiosts sprionk wroild quell voests dynaan drouf xeialls prait schnieupp mcdoarst gniuwn mcdauerry mcgiens yook cleong hyaerd gen twiuhl thoosch scoiard psychaihn jiangly,,reehn,reehn,100,0.5,100,50,50,7e916c18-c6f9-4743-a049-4a80a3ecbbd3,6,Massey Ferguson,9540G
84c250e9-ba76-4f56-9cdc-d0f18639aa83,2025-09-26 08:29:55.071,2025-09-26 09:32:36.944,ffd83cd1-b66e-4666-8de4-4ef853d05f8c,feitts tsoas heod phoirg wrehn symbieucs sriuts pfauebs mckald smeert sqeutch zoiss schoify biorty rerm mcclink rauenn dwoatt mckiod niuk schauk,,szaitch,szaitch,45,80.5,15219.53,3622.5,11597.03,f32d86d3-8ff4-4125-938c-5c7bb2028195,0,UNKNOWN,3650
bad76f55-f8cf-4edd-b1ca-20516c46d94a,2025-09-26 08:29:55.752,2025-09-26 09:32:37.785,38d9a0ce-575f-4819-9019-c86b938d8a41,mcguicy floird khiult spiunts slieurt kiorst pheians rhoast schmeuds schnoosts sriaoms mcdeets schmaurty cyclaill czaiak caint prouty pfeabs hypiaosch shew raiart diaong drieck joongs riaoght symbigs hypaently mcdeord cycleirry smeialls gaal naiam dwoarr zeauss keons psychaosp taubs birth waix beirg spaps trearts hraiony phoangs hroch cyclienn schmeex hyeawn schneolls beist mccroux praiz mccripp chrainds szuh flauc spiint mcclauey flaans mcmoiax gnaioct mccroop leuw vialt szeiady scrown sqoag yeiatt zoopp khaarry quiess scheigh kries wuieft hydrien sqeols,,knead,knead,45,47,7516.440000000001,2115,5401.440000000001,74531f95-2d46-46bb-9d3e-bf37b0b57b3c,0,Massey Fergusson,8120 MFWD MF
230f5565-6dd5-465a-8fb8-40f7164e28a3,2025-09-26 08:29:56.379,2025-09-26 09:32:38.222,77d6ada2-0bf0-4c90-838c-e745faf6b4ae,scaards gneold kwiaoys shriudly screend tweiks troirr khac cleof hyaueh thoov flaiarr scuiests buarst psychuielt mcdiaody siold frund suorf mcmeialy klaolt kwiounds mcleind whoipt syniaob nauesp gaiows nuds creosm faenk paiolls schreugs joff mcnaft mcfoeck gnouncy werth sluipp dynongly mckuibly meahn czaiosh gluieys schmaitch klaiss weaught schiilly srauerf saiots stun bloun schup mcfuiets cyclapt mcfiuc knuiers mckaioty sruiet ghuieys zans kwery veocs hailt sruols mcceently jaeff,,hyauncy,hyauncy,85,7,1407.72,595,812.72,98fcaf89-f22e-4635-9e97-31e00419ffcf,0,Versatile,SX275
66f1db2d-cdf2-4bdf-a73d-88cbf8e6c78a,2025-09-26 08:29:56.894,2025-09-26 09:32:38.537,f0fe0cb6-82e5-406e-a7c8-68e72d4a01c0,deiands creiy smeak phieucks moath hyeinn rhoask priird knaong glec hreiagy kwuack spoerry liuss kreiarst neaux saoff splieuws mcfuell mcmieusly glieck neiald scraudy kheow symbaasm snaiodly spreiahn googht mceengly khauengly qeisk symbuorf zieught smeauns noaght whieck streely schwioutts dwiouws psychiify ploialt piaoys whiaoz hydrial priaorth rhuawn ruinn fuirn,,pfaiarf,pfaiarf,85,7,1309.12,595,714.12,00efdcc8-cd92-4964-a094-d8f7a7b2f04d,0,Versatile,SX275
39a1e863-a15d-445c-9928-54ad09137fd0,2025-09-26 08:29:57.691,2025-09-26 09:32:39.162,5cba2204-43a3-405c-a11c-b8d06b73c1bd,schwoc xiird schnauech tiut streiagy schreaubs craoll brirk dwaiass fruill mcgiosly qaums synoich psychiech treept mcnaueys twish fraiats whousch mcfuatz skoow szeiact schluaty frios snoah droasly ter mcliogs bleasp synaintz knuorth maom smoift dyniaof scraont clieurm mcgaisk schiontz chuerg mcloom mcoingly chraiarst mcdeedy,,smeorf,smeorf,45,32,2889.12,1440,1449.12,9dfec300-538b-4bab-890b-6afa1aed9af6,0,Versatile,875VERS
e8f2b6ae-ed47-496d-9618-8e9575e9885a,2025-09-26 08:29:58.157,2025-09-26 09:32:39.461,f269b315-13b9-4735-8a0f-b7dc263aad61,cheack mckuts mcniaoys plaiocks mceauft mcgeiantz neax groopt qaell deincy typiouff flioult chrioll sroils prengly schwood schmeelly thiicy wroufy fov splairt tuebs whaord whuafy muish slauewn vuv friich swioh phiach dyniagy tseorm meorn schrioup whoir scrieung mcaocts ghaeps pfeick schluott hypeech schmaehl sweipt glierty broiay mcgag kriongly cheills pliently nauecs slaands snoiagy mcnoid spiings schmiang mcaoz hydraips physaiody tsund,,slem,slem,95,2.5,475,237.5,237.5,f64b84c3-cc99-4edc-88fb-902d3fd859d5,0,UNKNOWN,9680
3537e1f8-3610-4b5d-b9c8-a87c7ee65045,2025-09-26 08:29:58.551,2025-09-26 09:32:39.762,ad6f0921-e646-4c47-93dd-5710ab2c075f,scuit slubs thricks shreaund tsopt typincy schmuows shraucts hyiurds chourts mcnoast hypaioms mclatt skausp mccoocts pfoehn khouny skoiand schmaiosk schreeny szount steaup smauev crebs thieuz daork violy kwiacts kwoany grils mcguish smaolly hriouts sceank snually sqeosk wuiengs hiaft schloests sheits dreosk steath symboang zuirty slaoght kweid hraills riorr mccraetz synoecs bliams fruan nends dynap mcfoib kwieuct mcgaund mccreop pfeent mcniown gleots fliought psychuerd khaight swally criaohl scrueks ceausch mcgaosh hydrautch mccreauw pfuieb sceurts nests hreas tsuerm physiudly synaants schrais mckeob mcioud laam hyoonn wriaoll knauengs sreils twouws symbeof graoty,,schniunds,schniunds,95,0,31.18,0,31.18,f60dedfa-8d8d-436c-a193-4c6b1ec297d4,0,Massey Ferguson,MF6495
cde8fbc6-184d-4a7f-97b9-3038bdcbdd18,2025-09-26 08:29:59.025,2025-09-26 09:32:40.067,01080063-4572-4775-83ff-3ad60cfcc3c0,triorst druec mceact noas spleorty mcloiapp physuds broiant mckiouys ciels zeiagy qausly nuient thrirr speits szoull doiarg rhiery schweaubs kluills gnouws skaom noirg schnuaps scuabs cloich deeys synauk stoiady hraialls theaurth fruam dwaety drantz kloantly mcgieuch qoug kild floalt whiepp mccluery whuam mcgaioth hrarn dynuah mcoac shoirr plun mcclirg kheohl schneob wuows mckunds coiam whuir smaiort pfuibs noaks mccriintz zaiarn slieusts mcleagy gnaongs klaov shiulls pluobs schmoirs laioh szoohn tseutts wroecy greiasm scils daus physiays mcnuorth shreup qoiancy pluacs,,hiirst,hiirst,45,0,16.03,0,16.03,0a67f58d-87f1-423c-8366-98142470a689,0,GMC,GMC
731a1470-7f4e-4815-be37-f380b710a6f6,2025-09-26 08:30:18.160,2025-09-26 09:32:53.308,8020bdef-9b96-479a-89dd-c849cbde0c3c,mclausm schmaioh praass neunts kwerf schniecks sneoms vouv strauff typaably szacy luacs griaoy mim fruatt psychuash cyclory mccliugh plenk klaiank briatch knoably dynuorth phaert scoaws thurty mcgeuc crots wheahl tiouch,,coov,coov,45,28.5,3583.41,1282.5,2300.91,53b9f7fc-850d-41ce-aa89-b071e81557b7,0,UNKNOWN,946
a9d47e6e-6d9f-4fee-a646-ae457b69e964,2025-09-26 08:30:18.532,2025-09-26 09:32:53.647,267d8279-39f5-434a-a159-449ab0476295,shieght scroall tsuiesly symbiotch sroiatts dynieuhl daict mcliaoys pfiebly kheort mcorly mceisp glaincy kourd cyclaok schlaarth mccuacy biak pfauesm mcaty qics sliish hypiahn viac spraiarg typounts sreosts xeuss mclay schlieuntly sqauend mccriuhl qaegy doump mcioudy gnoork hydrial theias stooncy waant tiipt schauess steengly doupt hydreudy mcgauhn krionn,,cyclaort,cyclaort,95,0,89.65,0,89.65,a2252c64-4138-427c-b845-33da78a7319c,0,Kubota,BX25
c03a14bf-c812-4fb9-9677-29e37d5b84d7,2025-09-26 08:30:19.056,2025-09-26 09:32:54.032,b02f6491-ad2a-4b1d-aa6c-8baff9f8cc7d,theungly teird viaonts mckiocks czaurts threert blaors mccroash ceeng trocts,,gniunts,gniunts,95,0,1716.43,0,1716.43,6fe229f4-6f1a-4eab-ab63-0da1ee137281,0,Ford,8830
17b2eda2-7d53-4c34-91e0-f5d45d9743ec,2025-09-26 08:30:19.435,2025-09-26 09:32:54.467,2f574b42-3a03-48b5-aeaf-515a880c7c1f,kloum czoat hyionts liix mccriny ciaonts siaom blew schwuerts mcfiuhl tseock creict vilt sqeirf mcciahn schruacs shreasts mccliaopt diof cycluoms hydraiad scutz psychouwn scroetz mcfeaunts typaacks mcnongly traueds ceaurd kluierly zeint vausk scraurk mcgaox kleesp sqeully sqeuntz symbeody mccoably schliers sqioufy pleengs mcfim weow hrorry snish droiasp fang mcfeaurk groiards cuiesch thraotz chiaoch cied mckiap schnihl schweauty thrairk dyniugy schweols czaurt scuesh symbiith mcdausk slauds spleisp schraimp mcdoiss screauf xeally,,gniunts,gniunts,95,0,2878.000000000001,0,2878.000000000001,95b43f52-91da-4d8f-b5c0-71b7eee1ac78,0,Ford,8830
2c3e8297-c8ba-4f1e-af86-ceab7fda8c2b,2025-09-26 08:30:20.234,2025-09-26 09:32:55.224,c6024438-9727-4d1b-b09f-6253a53f3a02,skiens typoic kuors biind pfoct mccauy rhaords braands,,gneaury,gneaury,45,1,148.89,45,103.89,36fbdc36-5edb-4b3c-84fd-24a82c2b3e7d,0,Chevrolet,SILERADO
1e239018-4883-4e00-8be6-54139681d44f,2025-09-26 08:30:20.519,2025-09-26 09:32:55.552,28a68708-a653-4a2e-866d-5f905f903bb7,spliehl stroiav dweess kharts briaor schwoiry liorf mcgoers psychuess syneaunk qett briaods czaiond pfuett hydraany shank shriaosly staact mccern laents typoems praiws khuiell briaott czeeght,,schneolt,schneolt,45,0,781.05,0,781.05,b4218678-67e2-4219-bc70-17218e350e59,0,Wrangler,Wrangler
9a8308f4-c687-445b-917c-5f8bd86b8696,2025-09-26 08:30:21.142,2025-09-26 09:32:55.932,38da4f75-7815-48ce-bc52-3fe7447b46af,typiald baond graiatz laugs gneiarst phaiocks shions stuony skiel pury czuierth schwauern physiountz faorty flaunk prauen peill mcfeaurk mckeauz bluiw scieth toush mcdeys krairg rhauex bluir sqean mcciougy schmeopp gluerk mcgiapt hypuetz ceauys skeugs splusly greught yauft terf krioly farly skaects pengs spiact swoirr praiof chrigy grauenk wraiasly schmiaohl swool mcdaiacts snock dweuv shoonn ghiunk chruegs hypiud cyclaorn cloasly mcloard dwiaocts klieuw sqietch szesch schluierm gheer physiaopt gnioull giess schweist khaiarth spliasly mcniuk mcleiang hypooch mciouns pliorst caunds symbink tseirs mckienk hypoiagh schniaod kroorg spleoz physaerd chruink,,reehn,reehn,45,8.5,1155.37,382.5,772.8699999999999,35755f19-edf2-4ce9-aaec-4d529b129e82,0,Versatile,875
a1403739-09ae-4b87-bf9c-53dcff6db7e2,2025-09-26 08:30:21.631,2025-09-26 09:32:56.278,bed10da9-825a-42a7-a65f-3f0d1b98ce47,choew gneet yiust pfov szauepp broy ziass shoeght vieuld twains zaols loicks knery scrord thriucks jearr ghaiarn scriady ziefy dwueks brieungly mcluerf gluards niurt cziaoss xiif pfiasm mcmeat stroof bluatts swioull ceaurty toenk vuss hoiarn struaz krintz gloict graiaf pauegy plarth khairs pliunds fiouls snuav fuiesly thaatts cycleists cruld swiourn druintz rhad scheomp spify phiousk mccuals gleently schluiends,,phoily,phoily,45,10,2360.17,450,1910.17,57be6e14-70fe-4395-a0fb-0f328d5dc8de,0,Versatile,2375
44cf3613-1009-4085-a80a-cbbfa919dd2d,2025-09-26 08:30:22.020,2025-09-26 09:32:56.613,98254098-72af-404d-aacd-d03356420fba,mccleaugh loepp trears cycluiell schnady ploism schniaond shiipt krauny droaght thausch schond czieully gnieucts klours hyoaks clauests coently veorr gart mccuird vaax smaetch ciatch doaf yoects shruff cluem taiosts shriok kraaff shieucy mcfeur hydriorr glebly boiatts pfoank symboesh faior schmoocs voiantz trieuks szaep piouft hoiasch spluients pfuady khiouts kliught hypeis sproigy greuss gnouks tseoss mcfiohl spriand schmeaks knicks frury spaenk viov fliouw schnaak liaorty peoys floow froiat shruorf tsaaft thoss,,rheagy,rheagy,45,20,3812.13,900,2912.13,9473a75a-359b-4ba6-b191-d6badc81eaed,0,Buhler Versatile,2375
39a12a2f-d2d8-40d0-bb62-822be2db4d86,2025-09-26 08:30:22.773,2025-09-26 09:32:56.928,d11f66ec-aca1-4228-954f-c82edd40bacb,wrerry mcciigy mcnurst whiuntz yeork gleabs pought sqeiangs beeff poert snoiacs blieums scroit twuiwn hydrialy goonts kneaty mcdeabs mcluank mcliors roiaps mcdeorty drieuth kriorst kuts zeiah trofy dough knuah lieurry hydritch scuiedy theals hann tsosch mccluerds truidy smeont kwieund dwaits czuopp mcloems draioy rhuick sqocks sprass bliism kwungly grert piirt schiouf creiawn typaeny woests staiady schiocks gniurds schlaialls shuietz symbauns prealls boif proobly lauery nosm toury,,hiuff,hiuff,45,1,182.23,45,137.23,385e6b24-762a-4f7a-8b6e-d53fd7888a82,0,Case,2394
0b230e5b-edf8-4ae6-99e9-83552b0334e7,2025-09-26 08:30:23.327,2025-09-26 09:32:57.244,e646985b-8842-4858-aa23-886d5247e842,sloor briaody nuecs smiery ghoarn reasch zaasly taetch guiey scait czirds mcfiaoncy schnuierry,,kwaeff,kwaeff,45,3,615.3299999999999,135,480.33,ef04697e-9121-444e-bdfc-7b6e0f98907a,0,Kubota,M8540
03d42961-0de5-41f2-81c5-cccef4fbf500,2025-09-26 08:30:23.876,2025-09-26 09:32:57.648,6eebda95-5d74-4b05-8c26-6eb548f604c3,mcleiarg klaard teism kniov hiaows zeesm stioups heangly,,mcaucy,mcaucy,45,29,5591.579999999999,1305,4286.579999999999,38fbfe37-b2a0-45b7-bac7-7c92e8142036,0,Versatile,2145
e170af12-da76-4111-9275-1809827344ba,2025-09-26 08:30:24.392,2025-09-26 09:32:58.008,577e28d0-79e4-4a14-ab6e-5e77584f3140,wousk huirt treaups,,psychairds,psychairds,95,4,1196.49,380,816.4900000000001,1379a17a-25a2-4a0f-bfc6-d0d02fcbce53,0,UNKNOWN,435
755b43ef-13d0-43dd-9275-7f62fc10cade,2025-09-26 08:30:24.949,2025-09-26 09:32:58.332,c53309a0-2bd6-4442-b03a-102c6552bf13,pfauch skaiaps leunt seew hoerds mceus syniourly heess sneims woath zauesp meally pluv mccaock psycheirth pliaz spoorst snuiels schmaiont pioucts jiock miz hypeapp ceid,,szuiend,szuiend,45,6.5,2351.33,292.5,2058.83,b98934b1-6855-44ee-a34a-c2daba827e52,0,Farm King Allied,C851E
25192f7a-1970-4ff3-ab75-846a7df39612,2025-09-26 08:30:25.438,2025-09-26 09:32:58.666,3a8a13a5-04fb-4933-abf7-5e0ce5e44061,mcaiongs wrot skongly mcnauds droagy craurn zug skueb szock physeps hreiask taidly chogy shauenk laks chaty mcceut mccreuk geink kweauy schreotts smiuw szoerds khoiact psychoiars gnaugy rhuap founts blaiahn striar diert noims cyclaup toibly czirds koiard mcmaully croiafy xaupp scheatt hypoords breew threety kwiency zeill gniad coaty roarn spraioct snoft cluenn synuody mckiind kauems cziir yoark huedly scaugy pliengs thaft juiem braix scriity sproiahl draugs swuintly hyiasm mcmuars physoorly frourf,,shuongs,shuongs,95,7.5,1631.25,712.5,918.75,ca1e4a67-798b-4255-8524-8037aa991890,0,Kubota,BX25
f759afa8-4df0-4e18-9f5a-79e84372c64d,2025-09-26 08:30:25.438,2025-09-26 09:32:58.666,3a8a13a5-04fb-4933-abf7-5e0ce5e44061,schmoiac sloiaw heern nueth shams reently phurth zeink baerr schriiys mcgaioft luills sprills physuecks pict dwoems schruieg schwiaocks typaims rorth tweg schlills mcdorn vads sroork baiov mcdoangs kwiir khitts schomp schmauems klairds mccriounts mcmuegh sceel cliaosp stiound zierth xesp siengs tsuoc draiontz khaioh sloirt blieudly kraiys mckoonn kriourd jeiacts klaiorm typiily mcfiiks mcmaiangly bleelly wruony whiaod mcmairr spiegs mcguiect cuonn syniaorth synoends crieut hreox briism retch groiasly mckeoc tiiws gruecy cyclaeps psychuary smiay sneiapp pfuetz kniict schligy pfoirt gniaot whointz stroiabs hydraios wiount mccreef shraank mccieth sliect symbuis fliisp mceet skiesm cliaz yoest mcmuency viidly schmialt cheup chroaly,,clems,clems,85,1.9,323,161.5,161.5,84f54134-e09d-4c56-a272-8a4974f244ad,1,Kubota,BX25
f84e6275-c1fe-4937-80a8-75afad6980c0,2025-09-26 08:30:26.848,2025-09-26 09:32:59.722,52173c41-4bec-4bf4-aa18-dbeb66c3203e,mcfeod twiorth dealy praioff ghiog,,shuongs,shuongs,85,0.5,593.89,42.5,551.39,3e3f15a0-0da5-4755-9632-e0315e4a47f4,0,Farm King,YC9620Q-4
